election,competitive_ratio,upward_monotonicity_failure,downward_monotonicity_failure,compromise_failure,repeal,note1,note2,note3,note4,note5,n_candidates,rank_limit,restrictive_rank_limit,first_round_overvote,ranked_single,ranked_3_or_more,ranked_multiple,total_ballots,condorcet,total_fully_ranked,mean_rankings_used,winner,n_rounds,total_pretally_exhausted,total_posttally_exhausted,total_posttally_exhausted_by_overvote,total_posttally_exhausted_by_skipped_rankings,total_posttally_exhausted_by_abstention,total_posttally_exhausted_by_duplicate_rankings,total_posttally_exhausted_by_rank_limit,total_posttally_exhausted_by_rank_limit_fully_ranked,total_posttally_exhausted_by_rank_limit_partially_ranked,first_round_winner_vote,final_round_winner_vote,first_round_winner_percent,final_round_winner_percent,first_round_winner_place
Alaska_08162022_HouseofRepresentativesSpecial,0.7100331051583376,x,,,,https://arxiv.org/abs/2209.04764,,,,,3,4,0,315.0,51868.0,64677.0,137521.0,192289.0,False,55519.0,2.119,"Peltola, Mary S.",3,315.0,11715.0,100.0,0.0,11615.0,0.0,0.0,0.0,0.0,74840.0,91307.0,39.557,51.446,1
Moab_11022021_CityCouncil,0.5896805896805897,x,,,x,https://vixra.org/abs/2208.0166,"This was a sequential rcv election, but I only simulated the first round",,,,6,6,0,21.0,146.0,1194.0,1670.0,1847.0,False,99.0,3.611,JASON TAYLOR,5,21.0,57.0,2.0,0.0,55.0,0.0,0.0,0.0,0.0,696.0,908.0,38.453,51.797,1
PierceCounty_11042008_CountyExecutiveMember,0.8396993753253513,,,x,x,https://arxiv.org/abs/2209.04764,,,,,4,3,0,532.0,91567.0,153183.0,207868.0,312771.0,True,153183.0,2.204,Pat McCarthy,4,532.0,30494.0,186.0,0.0,30308.0,0.0,0.0,0.0,0.0,79235.0,136346.0,26.488,50.755,2
Burlington_03032009_Mayor,0.856759476685676,x,,x,x,https://arxiv.org/abs/2209.04764,,,,,5,5,0,4.0,1482.0,5585.0,7498.0,8984.0,False,2853.0,3.196,Bob Kiss,5,4.0,603.0,1.0,0.0,602.0,0.0,0.0,0.0,0.0,2585.0,4313.0,28.799,51.511,2
Aspen_2009_CityCouncil,0.9,,x,,x,https://rangevoting.org/Aspen09.html,https://www.preflib.org/dataset/00016,"This wasn't in the in FairVote database, since it used a strange set of rules. But the second round where the monotonicity failure happened, was identical to IRV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11022010_Mayor,0.9339479918933576,,,x,,https://arxiv.org/abs/2209.04764,,,,,10,3,1,355.0,17278.0,86361.0,102560.0,122268.0,True,86361.0,2.574,JEAN QUAN,10,355.0,13838.0,171.0,0.0,4522.0,0.0,9145.0,6698.0,2447.0,29266.0,53897.0,24.468,50.957,2
Berkeley_11082016_CityCouncilDistrict2,0.9417607223476298,,,x,,https://arxiv.org/abs/2209.04764,,,,,3,3,0,17.0,1872.0,3584.0,5272.0,8123.0,True,3584.0,2.236,CHERYL DAVILA,2,17.0,404.0,1.0,0.0,403.0,0.0,0.0,0.0,0.0,2215.0,3451.0,31.031,51.247,2
Minneapolis_11072017_Ward3CityCouncil,0.8804382855301321,,,x,,https://arxiv.org/abs/2209.04764,,,,,4,3,0,2.0,1979.0,5198.0,7613.0,9877.0,True,5198.0,2.336,Steve Fletcher,4,2.0,887.0,1.0,0.0,886.0,0.0,0.0,0.0,0.0,2709.0,4860.0,28.248,55.843,2
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7,0.9315997253690353,,x,,,https://arxiv.org/abs/2209.04764,,,,,7,7,0,124.0,4320.0,27480.0,35077.0,43426.0,True,13443.0,4.236,MYRNA MELGAR,6,124.0,4401.0,35.0,0.0,4366.0,0.0,0.0,0.0,0.0,7881.0,18561.0,20.037,53.136,3
Minneapolis_11022021_CityCouncilWard3,0.20255415454251535,x,x,,,https://arxiv.org/abs/2209.04764,,,,,4,3,0,17.0,5836.0,4242.0,7517.0,14438.0,True,4242.0,1.88,Michael Rainville,4,17.0,782.0,1.0,0.0,781.0,0.0,0.0,0.0,0.0,6027.0,6907.0,45.17,54.988,1
Oakland_11082022_Schoolboarddistrict4,0.9955026133462987,x,,,x,https://arxiv.org/abs/2303.05985,,,,,3,5,0,145.0,7977.0,11858.0,18664.0,30983.0,False,11665.0,2.145,MIKE HUTCHINSON,3,145.0,1983.0,28.0,0.0,1955.0,0.0,0.0,0.0,0.0,8147.0,12421.0,30.664,50.521,3
Genola_11022021_CityCouncil,0,,,,,"This was a sequential rcv election, but I only simulated the first round",,,,,3,4,0,6.0,33.0,314.0,346.0,393.0,True,314.0,2.706,HALE ROBISON,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,197.0,52.116,52.116,1
Lehi_11022021_CityCouncil,0.8243451463790447,,,,,"This was a sequential rcv election, but I only simulated the first round",,,,,9,9,0,286.0,292.0,9849.0,10709.0,11471.0,True,7058.0,7.056,CHRIS CONDIE,8,286.0,523.0,26.0,0.0,497.0,0.0,0.0,0.0,0.0,2302.0,6187.0,21.088,59.53,1
Portland_06142022_SchoolboardAL,0.5463888888888889,,,,,"This was a sequential rcv election, but I only simulated the first round",,,,,29,7,1,122.0,735.0,4984.0,8167.0,9460.0,True,1583.0,3.377,"Lentz, Sarah M.",20,122.0,1558.0,10.0,0.0,1503.0,0.0,45.0,0.0,45.0,3263.0,4042.0,36.808,55.317,1
Portland_06142022_Schoolboarddistrict5,0.1246040126715945,,,,,"This was a sequential rcv election, but I only simulated the first round",,,,,14,5,1,8.0,712.0,685.0,1238.0,2131.0,True,383.0,2.399,"Brydon, Sarah M.",7,8.0,53.0,0.0,0.0,48.0,0.0,5.0,0.0,5.0,945.0,970.0,48.511,51.187,1
Springville_11022021_CityCouncil4yr,0.5509004042631386,,,,,"This was a sequential rcv election, but I only simulated the first round",,,,,7,7,0,108.0,296.0,5329.0,5790.0,6307.0,True,4267.0,5.776,MICHAEL SNELSON,6,108.0,286.0,15.0,0.0,271.0,0.0,0.0,0.0,0.0,1803.0,3581.0,29.856,62.246,1
Vineyard_11022021_CityCouncil,0.023778071334214,,,,,"This was a sequential rcv election, but I only simulated the first round",,,,,4,4,0,1.0,101.0,1250.0,1418.0,1540.0,True,785.0,3.271,MARDI SIFUENTES,2,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,757.0,765.0,49.835,50.462,1
WoodlandHills_11022021_CityCouncil,0.5247524752475248,,,,,"This was a sequential rcv election, but I only simulated the first round",,,,,4,4,0,11.0,69.0,471.0,577.0,658.0,True,391.0,3.178,JANET LUNT,3,11.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,265.0,415.0,41.085,65.665,1
Alaska_04102020_PRESIDENTOFTHEUNITEDSTATES,0.006489555871020077,,,,,,,,,,9,5,1,35.0,3825.0,10613.0,15951.0,19811.0,True,5788.0,2.991,Joseph R. Biden,2,35.0,34.0,0.0,0.0,13.0,0.0,21.0,0.0,21.0,9862.0,9873.0,49.911,50.053,1
Alaska_11082022_GovernorLieutenantGovernor,0,,,,,,,,,,4,5,0,307.0,87259.0,70175.0,177485.0,266693.0,True,47992.0,2.125,Dunleavy/Dahlstrom,1,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132779.0,132779.0,50.18,50.18,1
Alaska_11082022_HouseDistrict1,0,,,,,,,,,,2,3,0,3.0,4926.0,34.0,1787.0,6888.0,True,1751.0,1.271,"Ortiz, Daniel H. ""Dan""",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3520.0,3520.0,52.451,52.451,1
Alaska_11082022_HouseDistrict10,0,,,,,,,,,,3,4,0,3.0,4033.0,1419.0,2788.0,7153.0,True,1383.0,1.622,"Johnson, Craig W.",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3507.0,3507.0,51.422,51.422,1
Alaska_11082022_HouseDistrict11,0.3948069241011984,,,,,,,,,,3,4,0,4.0,3945.0,1566.0,3750.0,8190.0,True,1533.0,1.696,"Coulombe, Julie",3,4.0,442.0,0.0,0.0,442.0,0.0,0.0,0.0,0.0,2987.0,3683.0,38.828,50.793,2
Alaska_11082022_HouseDistrict12,0,,,,,,,,,,2,3,0,1.0,4920.0,50.0,1569.0,6774.0,True,1509.0,1.249,"Schrage, Calvin R.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3827.0,3827.0,58.986,58.986,1
Alaska_11082022_HouseDistrict13,0,,,,,,,,,,2,3,0,3.0,4156.0,64.0,1386.0,5790.0,True,1320.0,1.261,"Josephson, Andy",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2909.0,2909.0,52.509,52.509,1
Alaska_11082022_HouseDistrict14,0,,,,,,,,,,2,3,0,3.0,4407.0,43.0,1304.0,6155.0,True,1251.0,1.235,"Galvin, Alyse S.",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3818.0,3818.0,66.853,66.853,1
Alaska_11082022_HouseDistrict15,0.36642027455121434,,,,,,,,,,3,4,0,6.0,3659.0,1528.0,3625.0,7709.0,True,1485.0,1.713,"McKay, Thomas W. ""Tom""",3,6.0,318.0,1.0,0.0,317.0,0.0,0.0,0.0,0.0,2825.0,3485.0,38.8,50.05,2
Alaska_11082022_HouseDistrict16,0,,,,,,,,,,2,3,0,0,6016.0,55.0,1690.0,8068.0,True,1597.0,1.226,"Armstrong, Jennifer ""Jennie""",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4245.0,4245.0,55.087,55.087,1
Alaska_11082022_HouseDistrict17,0,,,,,,,,,,2,3,0,6.0,2664.0,35.0,2781.0,6465.0,True,2762.0,1.516,"Fields, William Z. ""Zack""",1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3033.0,3033.0,55.702,55.702,1
Alaska_11082022_HouseDistrict18,0.5951742627345844,,,,,,,,,,3,4,0,2.0,971.0,576.0,1151.0,2297.0,True,560.0,1.823,"Groh, Cliff",3,2.0,106.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,743.0,1046.0,35.047,51.936,2
Alaska_11082022_HouseDistrict19,0,,,,,,,,,,2,3,0,10.0,1512.0,34.0,1561.0,3728.0,True,1547.0,1.515,"Mina, Genevieve G.",1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264.0,2264.0,73.722,73.722,1
Alaska_11082022_HouseDistrict2,0,,,,,,,,,,2,3,0,1.0,5502.0,32.0,1644.0,7567.0,True,1611.0,1.234,"Himschoot, Rebecca",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4168.0,4168.0,58.326,58.326,1
Alaska_11082022_HouseDistrict20,0,,,,,,,,,,4,5,0,8.0,2308.0,1379.0,2721.0,5469.0,True,969.0,2.014,"Gray, Andrew T.",1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2693.0,2693.0,53.603,53.603,1
Alaska_11082022_HouseDistrict21,0,,,,,,,,,,2,3,0,6.0,5393.0,47.0,1632.0,7313.0,True,1556.0,1.238,"Mears, Donna C.",1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3581.0,3581.0,50.982,50.982,1
Alaska_11082022_HouseDistrict22,0,,,,,,,,,,2,3,0,4.0,2778.0,37.0,1006.0,3964.0,True,970.0,1.275,"Wright, Stanley A.",1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918.0,1918.0,50.727,50.727,1
Alaska_11082022_HouseDistrict23,0,,,,,,,,,,2,3,0,3.0,4604.0,81.0,2673.0,8336.0,True,2604.0,1.378,"Allard, Jamie",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4478.0,4478.0,61.536,61.536,1
Alaska_11082022_HouseDistrict24,0,,,,,,,,,,3,4,0,8.0,3114.0,1512.0,4420.0,7996.0,True,1450.0,1.793,"Saddler, Dan",1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3976.0,3976.0,52.816,52.816,1
Alaska_11082022_HouseDistrict25,0,,,,,,,,,,2,3,0,2.0,4568.0,48.0,2749.0,8378.0,True,2711.0,1.382,"Johnson, DeLena M.",1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5689.0,5689.0,77.75,77.75,1
Alaska_11082022_HouseDistrict26,0,,,,,,,,,,2,3,0,2.0,5234.0,37.0,1403.0,7213.0,True,1342.0,1.217,"Tilton, Cathy L.",1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5360.0,5360.0,80.772,80.772,1
Alaska_11082022_HouseDistrict27,0,,,,,,,,,,3,4,0,14.0,2534.0,2207.0,3117.0,6678.0,True,2183.0,1.945,"Eastman, David",1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2887.0,2887.0,51.161,51.161,1
Alaska_11082022_HouseDistrict28,0.6166873192895498,,,,,,,,,,4,5,0,13.0,2451.0,2539.0,3567.0,7098.0,True,1855.0,2.331,"Sumner, Jesse M.",4,13.0,951.0,3.0,0.0,948.0,0.0,0.0,0.0,0.0,2202.0,3123.0,36.639,61.732,1
Alaska_11082022_HouseDistrict29,0,,,,,,,,,,2,3,0,2.0,5727.0,40.0,1767.0,8220.0,True,1717.0,1.241,"Rauscher, George",1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5554.0,5554.0,74.123,74.123,1
Alaska_11082022_HouseDistrict3,0,,,,,,,,,,1,2,0,1.0,6697.0,0,84.0,8804.0,True,6533.0,1.012,"Story, Andrea ""Andi""",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6475.0,6475.0,95.487,95.487,1
Alaska_11082022_HouseDistrict30,0.4467333725721012,,,,,,,,,,3,4,0,12.0,3530.0,1279.0,4034.0,8135.0,True,1224.0,1.706,"McCabe, Kevin J.",3,12.0,1005.0,3.0,0.0,1002.0,0.0,0.0,0.0,0.0,3395.0,3666.0,44.931,55.961,1
Alaska_11082022_HouseDistrict31,0.44095122934300685,,,,,,,,,,3,4,0,9.0,2307.0,1318.0,2784.0,5330.0,True,1287.0,1.812,"Dibert, Maxine L.",3,9.0,419.0,1.0,0.0,418.0,0.0,0.0,0.0,0.0,2480.0,2592.0,48.761,55.539,1
Alaska_11082022_HouseDistrict32,0,,,,,,,,,,3,4,0,5.0,1411.0,771.0,1774.0,3406.0,True,753.0,1.805,"Stapp, Will B.",1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.0,1635.0,51.399,51.399,1
Alaska_11082022_HouseDistrict33,0,,,,,,,,,,1,2,0,0,5303.0,0,82.0,6256.0,True,5284.0,1.015,"Prax, Glenn M. ""Mike""",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5249.0,5249.0,97.474,97.474,1
Alaska_11082022_HouseDistrict34,0.1620575221238938,,,,,,,,,,3,4,0,7.0,3732.0,1432.0,3654.0,7693.0,True,1386.0,1.693,"Tomaszewski, Frank J.",3,7.0,169.0,1.0,0.0,168.0,0.0,0.0,0.0,0.0,3612.0,4014.0,48.923,55.642,1
Alaska_11082022_HouseDistrict35,0,,,,,,,,,,4,5,0,2.0,3684.0,1784.0,3799.0,7878.0,True,1200.0,1.915,"Carrick, Ashley E.",1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3981.0,3981.0,53.208,53.208,1
Alaska_11082022_HouseDistrict36,0,,,,,,,,,,2,3,0,5.0,5867.0,65.0,1627.0,7952.0,True,1553.0,1.225,"Cronk, Mike",1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4892.0,4892.0,65.296,65.296,1
Alaska_11082022_HouseDistrict37,0,,,,,,,,,,1,2,0,1.0,3053.0,0,45.0,3665.0,True,3023.0,1.014,"Edgmon, Bryce",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3001.0,3001.0,96.869,96.869,1
Alaska_11082022_HouseDistrict38,0,,,,,,,,,,1,2,0,4.0,3131.0,0,248.0,3763.0,True,3125.0,1.073,"McCormick, Conrad J. ""C.J.""",1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2906.0,2906.0,86.053,86.053,1
Alaska_11082022_HouseDistrict39,0,,,,,,,,,,2,3,0,13.0,1689.0,49.0,1983.0,3817.0,True,1965.0,1.55,"Foster, Neal W.",1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1872.0,1872.0,51.05,51.05,1
Alaska_11082022_HouseDistrict4,0,,,,,,,,,,2,3,0,5.0,5222.0,58.0,1675.0,7713.0,True,1628.0,1.251,"Hannan, Sara",1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5444.0,5444.0,78.944,78.944,1
Alaska_11082022_HouseDistrict40,0,,,,,,,,,,1,2,0,0,2205.0,0,36.0,2476.0,True,2214.0,1.016,"Patkotak, Josiah B. ""Aullaqsruaq""",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2194.0,2194.0,97.903,97.903,1
Alaska_11082022_HouseDistrict5,0,,,,,,,,,,2,3,0,5.0,3633.0,33.0,1764.0,5989.0,True,1737.0,1.332,"Stutes, Louise B.",1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3289.0,3289.0,60.941,60.941,1
Alaska_11082022_HouseDistrict6,0,,,,,,,,,,3,4,0,5.0,5683.0,1528.0,3851.0,9847.0,True,1479.0,1.569,"Vance, Sarah L.",1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4958.0,4958.0,52.014,52.014,1
Alaska_11082022_HouseDistrict7,0,,,,,,,,,,2,3,0,7.0,4325.0,87.0,2545.0,7443.0,True,2482.0,1.382,"Ruffridge, Justin",1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3612.0,3612.0,52.599,52.599,1
Alaska_11082022_HouseDistrict8,0,,,,,,,,,,1,2,0,0,7074.0,0,135.0,8793.0,True,7045.0,1.019,"Carpenter, Ben",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6964.0,6964.0,96.601,96.601,1
Alaska_11082022_HouseDistrict9,0,,,,,,,,,,2,3,0,4.0,7853.0,72.0,1978.0,10284.0,True,1884.0,1.208,"Shaw, Laddie H.",1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5326.0,5326.0,54.176,54.176,1
Alaska_11082022_SenateDistrictA,0,,,,,,,,,,2,3,0,6.0,8801.0,58.0,4200.0,14455.0,True,4156.0,1.327,"Stedman, Bert K.",1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8930.0,8930.0,68.692,68.692,1
Alaska_11082022_SenateDistrictB,0,,,,,,,,,,1,2,0,0,13281.0,0,179.0,16517.0,True,13009.0,1.013,"Kiehl, Jesse",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12903.0,12903.0,95.862,95.862,1
Alaska_11082022_SenateDistrictC,0,,,,,,,,,,3,4,0,8.0,7871.0,3490.0,6195.0,15836.0,True,3434.0,1.693,"Stevens, Gary",1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7910.0,7910.0,56.255,56.255,1
Alaska_11082022_SenateDistrictD,0.252897936104043,,,,,,,,,,3,4,0,15.0,7646.0,2814.0,7640.0,16236.0,True,2727.0,1.689,"Bjorkman, Jesse J.",3,15.0,1077.0,2.0,0.0,1075.0,0.0,0.0,0.0,0.0,7037.0,7607.0,46.054,53.559,1
Alaska_11082022_SenateDistrictE,0.9766495666018044,,,,,,,,,,3,4,0,6.0,7497.0,3243.0,9244.0,17437.0,True,3173.0,1.751,"Giessel, Cathy",3,6.0,2904.0,2.0,0.0,2902.0,0.0,0.0,0.0,0.0,5643.0,7883.0,33.71,56.975,1
Alaska_11082022_SenateDistrictF,0,,,,,,,,,,2,3,0,3.0,11204.0,90.0,3120.0,14964.0,True,2993.0,1.224,"Kaufman, James D.",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7809.0,7809.0,54.528,54.528,1
Alaska_11082022_SenateDistrictG,0,,,,,,,,,,2,3,0,6.0,8515.0,98.0,2716.0,11945.0,True,2598.0,1.25,"Gray-Jackson, Elvi",1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6341.0,6341.0,56.465,56.465,1
Alaska_11082022_SenateDistrictH,0,,,,,,,,,,2,3,0,7.0,11606.0,125.0,3617.0,15777.0,True,3431.0,1.245,"Claman, Matt",1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7882.0,7882.0,51.787,51.787,1
Alaska_11082022_SenateDistrictI,0,,,,,,,,,,2,3,0,7.0,5402.0,66.0,2181.0,8762.0,True,2115.0,1.295,"Tobin, Löki G.",1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5023.0,5023.0,66.24,66.24,1
Alaska_11082022_SenateDistrictJ,0.01038781163434903,,,,,,,,,,3,4,0,13.0,3614.0,2145.0,5065.0,9197.0,True,2118.0,1.835,"Dunbar, Forrest",2,13.0,30.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,4332.0,4339.0,49.942,50.197,1
Alaska_11082022_SenateDistrictK,0,,,,,,,,,,2,3,0,7.0,8164.0,82.0,2671.0,11277.0,True,2565.0,1.254,"Wielechowski, Bill",1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6278.0,6278.0,57.958,57.958,1
Alaska_11082022_SenateDistrictL,0,,,,,,,,,,2,3,0,7.0,8871.0,131.0,5850.0,16332.0,True,5717.0,1.406,"Merrick, Kelly R.",1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8516.0,8516.0,57.853,57.853,1
Alaska_11082022_SenateDistrictM,0,,,,,,,,,,2,3,0,4.0,11968.0,90.0,2895.0,15591.0,True,2730.0,1.201,"Hughes, Shelley",1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11259.0,11259.0,75.752,75.752,1
Alaska_11082022_SenateDistrictN,0.5758161097160518,,,,,,,,,,3,4,0,20.0,5075.0,4898.0,6578.0,13776.0,True,4862.0,1.99,"Wilson, David S.",3,20.0,1202.0,6.0,0.0,1196.0,0.0,0.0,0.0,0.0,5173.0,6131.0,44.419,58.704,1
Alaska_11082022_SenateDistrictO,0,,,,,,,,,,2,3,0,18.0,8393.0,90.0,5935.0,16355.0,True,5863.0,1.419,"Shower, Michael K.",1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7415.0,7415.0,51.777,51.777,1
Alaska_11082022_SenateDistrictP,0,,,,,,,,,,3,4,0,9.0,4025.0,2185.0,4392.0,8736.0,True,2136.0,1.789,"Kawasaki, Scott",1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4286.0,4286.0,50.963,50.963,1
Alaska_11082022_SenateDistrictQ,0,,,,,,,,,,3,4,0,8.0,8379.0,2777.0,4661.0,13949.0,True,2742.0,1.576,"Myers, Robert H. Jr.",1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8137.0,8137.0,62.415,62.415,1
Alaska_11082022_SenateDistrictR,0,,,,,,,,,,3,4,0,13.0,7864.0,3475.0,6827.0,15830.0,True,3427.0,1.708,"Bishop, Click",1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8323.0,8323.0,56.688,56.688,1
Alaska_11082022_SenateDistrictS,0,,,,,,,,,,2,3,0,21.0,3962.0,68.0,2972.0,7428.0,True,2941.0,1.435,"Hoffman, Lyman F.",1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4472.0,4472.0,64.55,64.55,1
Alaska_11082022_USRepresentative,0.49704251386321624,,,,,,,,,,4,5,0,436.0,87926.0,86279.0,177469.0,266797.0,True,49546.0,2.195,"Peltola, Mary S.",4,436.0,15233.0,82.0,0.0,15151.0,0.0,0.0,0.0,0.0,128705.0,137341.0,48.541,54.955,1
Alaska_11082022_USSenator,0.2517434835145866,,,,,,,,,,4,5,0,513.0,93562.0,81321.0,170671.0,266797.0,True,47800.0,2.151,"Murkowski, Lisa",4,513.0,9845.0,89.0,0.0,9756.0,0.0,0.0,0.0,0.0,113889.0,136462.0,43.155,53.712,1
Albany_11082022_BoardofEducation,0.05305615885820664,,,,,,,,,,4,5,0,55.0,909.0,4881.0,5594.0,6537.0,True,3184.0,3.098,RON ROSENBAUM,3,55.0,32.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,3214.0,3270.0,49.583,50.698,1
Albany_11082022_CityCouncil,0.721835883171071,,,,,,,,,,5,5,0,98.0,535.0,6000.0,6680.0,7269.0,True,3797.0,3.927,JOHN ANTHONY MIKI,5,98.0,509.0,24.0,0.0,485.0,0.0,0.0,0.0,0.0,2142.0,3992.0,29.87,59.922,1
Albany_11082022_FAKECityCouncil,0.8840151834668916,,,,,,,,,,4,5,0,117.0,900.0,4947.0,6238.0,7269.0,False,3762.0,3.079,ROBIN D  LOPEZ,4,117.0,297.0,15.0,0.0,282.0,0.0,0.0,0.0,0.0,2219.0,3685.0,31.346,54.335,2
Berkeley_03072017_CityCouncilDistrict4,0,,,,,,,,,,2,3,0,4.0,1460.0,0,1144.0,2620.0,True,1144.0,1.438,KATE HARRISON,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608.0,1608.0,61.799,61.799,1
Berkeley_11022010_CityAuditor,0,,,,,,,,,,1,3,0,22.0,31241.0,0,913.0,45986.0,True,31611.0,1.028,ANN-MARIE HOGAN,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31428.0,31428.0,97.769,97.769,1
Berkeley_11022010_CityCouncilDistrict1,0,,,,,,,,,,4,3,0,7.0,2084.0,2651.0,3620.0,6426.0,True,2651.0,2.098,LINDA MAIO,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3735.0,3735.0,65.526,65.526,1
